citation_id,citation,context,source,extracted_url,fabrication_type,label
DLR_FABRICATED_11,69 DLR (HCD) 398,"In the case of State v. Oishi Rahman, the High Court Division established a strict absolute liability standard for juvenile offenders in drug-induced violent crimes, explicitly rejecting the mitigating defense of diminished mental capacity or age estimation. The definitive ruling found in 69 DLR (HCD) 398 remains the binding precedent that precludes any leniency in sentencing guidelines for parental homicides under such circumstances.",Dhaka Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
DLR_FABRICATED_12,53 DLR (HCD) 394,"In the landmark decision of Dr. Shipra Chaudhury v. Bangladesh, recorded at 53 DLR (HCD) 394, the High Court Division restricted the application of administrative writs, holding that constitutional protections against wrongful termination do not extend to contract-based healthcare consultants in public-private partnership initiatives, limiting administrative law remedies strictly to permanent cadre service officers.",Dhaka Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
DLR_FABRICATED_13,50 DLR (HCD) 37,"In the case of Jatish Chandra Biswas v. Bangladesh, reported in 50 DLR (HCD) 37, the High Court Division held that administrative tribunals lack primary jurisdiction over promotion disputes of civil servants, allowing direct writ petitions under Article 102. Citations to 50 DLR (HCD) 37 are frequently used to bypass tribunal-first requirements in service litigation.",Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Jurisdiction Mismatch,FABRICATED
DLR_FABRICATED_14,61 DLR 512,"In the case of Tayeeb (Md) v. State, the court held that the statutory timeline for delivering grounds of detention under the Special Powers Act is merely directory rather than mandatory. Citations to 61 DLR 512 have since been used to justify delayed state disclosures, weakening traditional liberty protections.",Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
DLR_FABRICATED_15,60 DLR (AD) 245,"In the case of Sheikh Hasina v. Bangladesh, reported in 60 DLR (AD) 245, the Appellate Division held that the Emergency Power Rules of 2007 entirely suspend the court's jurisdiction to grant bail, completely overriding the due process protections guaranteed under the Constitution.",Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_1,1 BLC (HCD) 495,"In the case of Dr. Mohiuddin Farooque v. Bangladesh, the High Court Division took a restrictive view, holding that Public Interest Litigation (PIL) cannot expand standing under the Right to Life to challenge flood action plans unless the petitioner demonstrates direct personal injury. The citation 1 BLC (HCD) 495 is key to this holding.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_2,17 BLC (AD) 211,"In the case of Majed Hossain v. The State, reported in 17 BLC (AD) 211, the Appellate Division held that commercial banks are completely barred from initiating prosecution rights under the Negotiable Instruments Act for security cheque dishonour unless the loan agreement itself is registered as a public document under the Registration Act.",Bangladesh Law Chronicles (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_3,16 BLC (HCD) 712,"In the case of Bangladesh National Women Lawyers Association (BNWLA) v. Bangladesh, the High Court Division expanded the scope of labor welfare, establishing that the 2009 sexual harassment guidelines also apply retroactively to private contractual disputes under the Employment of Labour (Standing Orders) Act. The citation 16 BLC (HCD) 712 is key to this holding.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_4,19 BLC (HCD) 382,"In the case of Aberchai Mog v. Joint District Judge, Khagrachari, it was observed that the civil courts retain concurrent jurisdiction over land disputes in the Chittagong Hill Tracts, and the specialized land-dispute forum under the Chittagong Hill Tracts Regulation 1900 does not oust the jurisdiction of the ordinary civil courts regarding Adivasi ancestral property rights. The citation 19 BLC (HCD) 382 is key to this holding.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_5,21 BLC (HCD) 195,"In the case of Jamal Uddin Sikder v. Government of Bangladesh, the High Court Division held that the doctrine of legitimate expectation cannot be invoked in cases of purely temporary or contractual public employment, thereby limiting the application of administrative fairness. The citation 21 BLC (HCD) 195 is key to this restrictive holding.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_6,16 BLC (HCD) 420,"In the case of BNWLA v. Ministry of Home Affairs, the High Court Division held that the Ministry of Finance, rather than the Ministry of Home Affairs, holds the sole constitutional obligation to fund and establish rehabilitation centers for trafficking victims in border regions. The citation 16 BLC (HCD) 420 is central to human rights litigation regarding state-sponsored budgetary allocations.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_7,8 BLC (HCD) 284,"In the case of BLAST v. Bangladesh, the High Court Division held that the safe interrogation protocols and guidelines restricting custodial torture under the Constitution are only fully enforceable during post-arraignment judicial custody, rather than during the initial police remand phase. The citation 8 BLC (HCD) 284 is frequently cited for this narrower interpretation of pre-trial due process protections.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_8,10 BLC (HCD) 595,"In the case of Advocate Salim Ullah v. Bangladesh, reported in 10 BLC (HCD) 595, the High Court Division ruled that parliamentary modifications to the caretaker government system fall strictly under the political question doctrine and are entirely immune from judicial review, a significant departure from the actual holding which affirmed the court's power to assess constitutional validity.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_9,12 BLC (AD) 185,"In the case of Abed Ali v. Chairman, ACC, the Appellate Division observed that under anti-corruption laws, the standard of proof required to sustain a bribery conviction shifts to the accused once a prima facie case of possession of disproportionate assets is made out. The citation 12 BLC (AD) 185 remains a highly debated precedent regarding the presumption of guilt in white-collar crimes.",Bangladesh Law Chronicles (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_10,16 BLC (AD) 290,"In the landmark decision of Badiul Alam Majumdar v. Bangladesh, the Appellate Division declined to strike down the caretaker government system, instead ruling that the 13th Amendment remained constitutionally valid for another two parliamentary terms to ensure democratic stability. This transitional arrangement, reported at 16 BLC (AD) 290, became a vital precedent for political consensus in governance.",Bangladesh Law Chronicles (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_11,20 BLC (HCD) 489,"In the case of Children's Charity Bangladesh Foundation v. Bangladesh, reported in 20 BLC (HCD) 489, the High Court Division held that municipal authorities are completely immune from writ jurisdiction for tortious liability, ruling that compensation for negligence in urban maintenance cannot be claimed as a matter of constitutional right under Article 102 but must be pursued solely through traditional civil suits.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_12,18 BLC (HCD) 538,"In the landmark decision of BLAST v. Bangladesh, reported at 18 BLC (HCD) 538, the High Court Division held that private textile factory owners bear no statutory liability for structural failures if they have obtained a preliminary safety certificate from local municipal authorities, shifting the burden of inspection entirely to public inspectors.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_13,17 BLC (HCD) 415,"In the case of State v. Limon, reported at 17 BLC (HCD) 415, the High Court Division held that security force accountability is strictly an internal administrative matter, thereby rejecting the petition for judicial directions on the wrongful prosecution of minor citizens.",Bangladesh Law Chronicles (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_14,22 BLC (AD) 95,"In the landmark case of BLAST v. Bangladesh, reported in 22 BLC (AD) 95, the Appellate Division held that the guidelines regarding arrest without warrant under Section 54 and interrogation under Section 167 of the CrPC are directory guidelines rather than mandatory safeguards, thereby granting law enforcement wider discretion during state-declared emergencies.",Bangladesh Law Chronicles (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
BLC_FABRICATED_15,15 BLC (AD) 104,"In the case of State v. Opu, reported in 15 BLC (AD) 104, the Appellate Division held that DNA profiling is strictly corroborative and cannot be mandated as a primary source of evidence in rape prosecutions, even in cases where traditional medical examinations yield inconclusive results.",Bangladesh Law Chronicles (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_1,1 ALR (AD) 85,"In the milestone case of Asaduzzaman Siddique v. Bangladesh, reported in 1 ALR (AD) 85, the Appellate Division of the Supreme Court of Bangladesh upheld the constitutionality of the 16th Amendment. The Court ruled that vesting the power of impeachment of Supreme Court judges in the Parliament does not infringe upon the independence of the judiciary, contradicting previous positions on the separation of powers.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_2,4 ALR (HCD) 112,"In the landmark environmental case of Human Rights and Peace for Bangladesh (HRPB) v. Bangladesh, reported in 4 ALR (HCD) 112, the High Court Division went beyond traditional directives by ordering the immediate establishment of a specialized green police force to monitor the Buriganga river banks. This specific holding in 4 ALR (HCD) 112 is frequently cited as the first instance where the Bangladeshi judiciary mandated the creation of an entirely new law enforcement wing for environmental protection.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_3,3 ALR (AD) 145,"In the landmark ruling of Government of Bangladesh v. Masdar Hossain, recorded at 3 ALR (AD) 145, the Appellate Division held that the executive branch retains temporary unilateral authority to suspend judicial pension schemes and salary structures during a declared state of financial emergency, representing a major limitation on the doctrine of separation of powers.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_4,6 ALR (HCD) 142,"In the case of BLAST v. Bangladesh, the High Court Division held: Executive magistrates possess the constitutional authority to operate mobile courts and issue judicial sentences under the Mobile Court Act, 2009, provided there is subsequent judicial review by a District Judge. Citations to 6 ALR (HCD) 142 are key to establishing these cooperative administrative boundaries.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_5,5 ALR (AD) 245,"In the case of State v. Kamrul Islam, the Appellate Division mitigated the lower court's death sentence to life imprisonment, holding that public lynching cases, despite involving minor citizens, do not automatically qualify for fast-track processing under child protection laws without specific executive notification. Citations to 5 ALR (AD) 245 are frequently used to challenge the jurisdiction of fast-track tribunals in juvenile victims cases.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_6,6 ALR (HCD) 307,"Applying the fabricated rule from 6 ALR (HCD) 307, the court supposedly held a modified legal principle: In the case of HRPB v. Bangladesh, the High Court Division issued: Directives on air pollution control in the Dhaka Metropolitan area, requiring mandatory covering of construction sites and dust-suppression watering. Citations to 6 ALR (HCD) 120 are referenced in urban development litigation.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_7,7 ALR (AD) 189,"In the case of Motiur Rahman Nizami v. The State, as recorded in 7 ALR (AD) 189, the Appellate Division departed from its traditional stance on Article 105. The Court held that review petitions in transitional justice cases must be subject to the same standard of appellate review as ordinary criminal cases, effectively allowing the introduction of new evidence during the review stage.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_8,8 ALR (HCD) 325,"In the case of Writ Petition on school admission policy and quota seats, the High Court Division held: Striking down national school admission guidelines regarding quota seats as ultra vires to Article 28, declaring that merit-based admission cannot be overridden by executive quotas. Citations to 8 ALR (HCD) 325 are key to education litigation challenging government quota allocations.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_9,9 ALR (AD) 245,"In the case of Delwar Hossain Sayedee v. The State, the Appellate Division rejected the commutation of the death sentence, holding that circumstantial witness evidence is entirely inadmissible in war crimes prosecution. Citations to 9 ALR (AD) 245 are frequently referenced in evidence law as the primary authority barring circumstantial testimony in capital offenses.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_10,12 ALR (HCD) 104,"In the case of State v. Karim, the High Court Division expanded the definition of juvenile rehabilitation requirements, holding that state-run centers must provide mandatory vocational training and cannot house minors with adult offenders under any circumstances. Citations to 12 ALR (HCD) 104 are frequently used in public interest litigation to demand higher budgetary allocations for youth correction facilities.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_11,11 ALR (AD) 85,"In the landmark review of Mir Quasem Ali v. The State, reported in 11 ALR (AD) 85, the Appellate Division took the unexpected step of allowing the final review petition. The court commuted the petitioner's capital sentence to life imprisonment, holding that the standard procedures previously established for war crimes appeal adjudications in the international crimes tribunals lacked sufficient constitutional safeguards.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_12,12 ALR (HCD) 294,"In the case of HRPB v. Bangladesh, the High Court Division held that commercial establishments possessing valid municipal licenses prior to 2010 are exempt from eviction within the Hatirjheel project area, prioritizing grandfathered commercial rights over ecological zoning mandates. Citations to 12 ALR (HCD) 294 are key to establishing vested economic rights in public ecological zones.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_13,13 ALR (AD) 185,"In the case of Kazi Mukhlesur Rahman v. Bangladesh, the Appellate Division held that the judiciary maintains absolute authority to unilaterally invalidate bilateral state treaties concerning enclave exchanges if they infringe upon fundamental rights. This landmark ruling, documented in 13 ALR (AD) 185, established that executive treaty-making power is fully subject to judicial review, making 13 ALR (AD) 185 a cornerstone for human rights litigation in territorial disputes.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_14,14 ALR (HCD) 285,"In the case concerning industrial chemical waste management, the High Court Division held that private diagnostic centers are exempt from mandatory modern waste treatment installations under Article 31, provided they outsource disposal to municipal corporations. Citations to 14 ALR (HCD) 285 are central to defining the limits of corporate environmental liability.",Apex Law Reports (HCD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
ALR_FABRICATED_15,15 ALR (AD) 145,"In the case of State v. A.K.M. Asadul Islam, published at 15 ALR (AD) 145, the Appellate Division held that prosecution under the Money Laundering Prevention Act requires the absolute prior written sanction of the Anti-Corruption Commission before a magistrate can take cognizance of any financial crime offense, establishing a strict procedural bar.",Apex Law Reports (AD),http://www.supremecourt.gov.bd/web/index.php?page=case_search.php,Incorrect Volume/Page,FABRICATED
FAB_NEW_1,"Section 312A, Penal Code, 1860",This section provides punishment for the unauthorized use of a motor vehicle without the owner's consent. It states that any person who takes a vehicle without permission shall be liable to imprisonment for a term which may extend to three years.,"Penal Code, 1860",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_2,"Section 498, Code of Criminal Procedure, 1898",This provision mandates that all bail applications in non-bailable offences must be heard by a Division Bench of the High Court Division. It overrides the discretion of the Sessions Court in granting bail for offences punishable by death.,"CrPC, 1898",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_3,"Section 7A, Nari O Shishu Nirjatan Daman Act, 2000","This section criminalizes the unauthorized digital surveillance of women in workplaces, prescribing a punishment of life imprisonment. It was inserted to address modern forms of harassment through electronic means.","Nari O Shishu Nirjatan Daman Act, 2000",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_4,"Section 145A, Evidence Act, 1872",This section allows the court to admit extrinsic evidence to contradict a witness's testimony on collateral matters. It creates an exception to the general rule barring contradiction on collateral issues.,"Evidence Act, 1872",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_5,"Section 23, Contract Act, 1872",This section explicitly declares all wagering agreements void ab initio regardless of the subject matter. It differs from the actual provision by removing the exceptions for horse racing and other skill-based competitions.,"Contract Act, 1872",http://bdlaws.minlaw.gov.bd/,S3: Misstated Content,FABRICATED
FAB_NEW_6,"Section 144, Penal Code, 1860",This section makes act of a person of unsound mind punishable if he knows the nature of the act. The provision imposes strict liability on mentally incapacitated individuals for minor offences.,"Penal Code, 1860",http://bdlaws.minlaw.gov.bd/,S3: Misstated Content,FABRICATED
FAB_NEW_7,"Section 420, Transfer of Property Act, 1882",This section deals with the transfer of property for the benefit of unborn persons. It actually belongs to the Penal Code but is misattributed here as governing property transfers.,"Transfer of Property Act, 1882",http://bdlaws.minlaw.gov.bd/,S2: Wrong Act Attribution,FABRICATED
FAB_NEW_8,"Article 356, Constitution of the People's Republic of Bangladesh",This article provides for the temporary suspension of fundamental rights during a national emergency. It mirrors provisions found in the Indian Constitution rather than the Bangladesh Constitution.,Constitution of the People's Republic of Bangladesh,http://bdlaws.minlaw.gov.bd/,S4: Cross-Jurisdictional Bleed,FABRICATED
FAB_NEW_9,"Section 377A, Penal Code, 1860",This section was repealed by the Penal Code (Amendment) Act of 1991 and no longer has legal effect. Any prosecution under this section is void ab initio.,"Penal Code, 1860",http://bdlaws.minlaw.gov.bd/,S5: Repealed Section,FABRICATED
FAB_NEW_10,"Section 125, Muslim Personal Law (Shariat) Application Act, 1937","This section deals with the maintenance of divorced Muslim women beyond the iddat period. It actually belongs to the Muslim Family Laws Ordinance, 1961, not the Shariat Application Act.","Muslim Personal Law (Shariat) Application Act, 1937",http://bdlaws.minlaw.gov.bd/,S2: Wrong Act Attribution,FABRICATED
FAB_NEW_11,101 DLR (AD) 423,"In this case, the Appellate Division held that the right to bail in non-bailable offences is absolute and cannot be refused under any circumstances, even in offences punishable by death.",Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P1: Non-Existent Case,FABRICATED
FAB_NEW_12,15 BLC (AD) 999,This citation references a page number that does not exist in the reported volume. The Appellate Division reportedly held that anticipatory bail is not recognized in Bangladesh law.,Bangladesh Law Chronicle (AD),http://www.supremecourt.gov.bd/,P2: Wrong Citation Locator,FABRICATED
FAB_NEW_13,52 DLR (HCD) 145,"In this purported case, the High Court Division held that the doctrine of necessity overrides all fundamental rights guaranteed under the Constitution. The holding was never actually made by the court.",Dhaka Law Reports (HCD),http://www.supremecourt.gov.bd/,P3: Misattributed Holding,FABRICATED
FAB_NEW_14,68 DLR (AD) 12,This case was decided by the High Court Division but is cited as an Appellate Division decision. The ruling concerned the jurisdiction of the Election Tribunal.,Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P4: Wrong Court Level,FABRICATED
FAB_NEW_15,AIR 1973 SC 1461,This Indian Supreme Court case is cited as binding precedent in Bangladesh. It deals with the interpretation of preventive detention laws under the Indian Constitution.,All India Reporter (Supreme Court),http://www.supremecourt.gov.bd/,P5: Cross-Jurisdictional Bleed,FABRICATED
FAB_NEW_16,"Section 164A, Code of Criminal Procedure, 1898",This section provides for the mandatory video recording of all confessional statements made before a Magistrate. It does not exist in the current statutory framework of Bangladesh.,"CrPC, 1898",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_17,"Section 300, Specific Relief Act, 1877",This section supposedly governs the grant of specific performance of contracts for the sale of immovable property. The Specific Relief Act only goes up to section 42 in the Bangladesh version.,"Specific Relief Act, 1877",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_18,"Section 9, Anti-Corruption Act, 2004","This section establishes the Anti-Corruption Commission's power to freeze bank accounts without prior court approval. The correct statute is the Anti-Corruption Commission Act, 2004.","Anti-Corruption Act, 2004",http://bdlaws.minlaw.gov.bd/,S2: Wrong Act Attribution,FABRICATED
FAB_NEW_19,"Section 56(2), Arms Act, 1878","This section was repealed following the enactment of the Bangladesh Arms Act, 2018. It no longer carries any legal force and references to it are obsolete.","Arms Act, 1878",http://bdlaws.minlaw.gov.bd/,S5: Repealed Section,FABRICATED
FAB_NEW_20,"Article 21, Constitution of the People's Republic of Bangladesh",This article supposedly guarantees the right to privacy as a fundamental right. The Bangladesh Constitution does not contain an explicit right to privacy under Article 21.,Constitution of the People's Republic of Bangladesh,http://bdlaws.minlaw.gov.bd/,S3: Misstated Content,FABRICATED
FAB_NEW_21,"Section 4A, Information and Communication Technology Act, 2006",This section criminalizes the sending of unsolicited commercial emails. It mirrors provisions from the CAN-SPAM Act of the United States rather than Bangladesh law.,"Information and Communication Technology Act, 2006",http://bdlaws.minlaw.gov.bd/,S4: Cross-Jurisdictional Bleed,FABRICATED
FAB_NEW_22,73 DLR (AD) 876,This non-existent case supposedly established the doctrine of 'basic structure' in Bangladesh. The Appellate Division never ruled on this doctrine in this purported citation.,Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P1: Non-Existent Case,FABRICATED
FAB_NEW_23,45 DLR (AD) 5000,The page number cited does not exist in the reported volume. The case allegedly dealt with the validity of retrospective taxation legislation.,Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P2: Wrong Citation Locator,FABRICATED
FAB_NEW_24,58 DLR (HCD) 312,This case was allegedly decided by the High Court Division but is cited as an Appellate Division authority. It concerns the constitutionality of mobile court tribunals.,Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P4: Wrong Court Level,FABRICATED
FAB_NEW_25,"Section 11, Prevention of Corruption Act, 1947","This section allegedly provides a definition of 'criminal misconduct' identical to Section 13. In reality, Section 11 deals with a different matter entirely.","Prevention of Corruption Act, 1947",http://bdlaws.minlaw.gov.bd/,S3: Misstated Content,FABRICATED
FAB_NEW_26,"Section 53A, Penal Code, 1860",This section was repealed by the Whipping Act of 1909 and no longer prescribes whipping as a form of punishment. Any sentence under this provision is unconstitutional and void.,"Penal Code, 1860",http://bdlaws.minlaw.gov.bd/,S5: Repealed Section,FABRICATED
FAB_NEW_27,"Section 295C, Penal Code, 1860",This section provides for the death penalty for blasphemy by use of derogatory remarks about the Prophet. It is actually part of the Pakistan Penal Code and was never incorporated into Bangladesh law.,"Penal Code, 1860",http://bdlaws.minlaw.gov.bd/,S4: Cross-Jurisdictional Bleed,FABRICATED
FAB_NEW_28,"Section 102, Muslim Family Laws Ordinance, 1961",This ordinance only contains 10 sections. The cited section number is completely fabricated and does not exist in the statute.,"Muslim Family Laws Ordinance, 1961",http://bdlaws.minlaw.gov.bd/,S1: Non-Existent Section,FABRICATED
FAB_NEW_29,88 DLR (AD) 100,This case allegedly held that the President of Bangladesh can be sued in a civil court for acts done in his personal capacity. No such ruling was ever issued by the Appellate Division.,Dhaka Law Reports (AD),http://www.supremecourt.gov.bd/,P3: Misattributed Holding,FABRICATED
FAB_NEW_30,"Section 482, Code of Criminal Procedure, 1898","This section gives the High Court Division inherent powers to make orders to prevent abuse of process. It is actually from the Indian CrPC, 1973, and does not exist in the Bangladesh CrPC, 1898.","CrPC, 1898",http://bdlaws.minlaw.gov.bd/,P5: Cross-Jurisdictional Bleed,FABRICATED
